"","PatchID0","PatchID1","FST","Tree_disease","Management","Replicate","method"
"479","764","1673",0.544670758375561,"80","40",1,"R"
"480","764","2097",0.575232637365714,"80","40",1,"R"
"481","892","1182",0.607697615908621,"80","40",1,"R"
"482","892","1306",0.970879339205228,"80","40",1,"R"
"483","892","1442",0.616795985328354,"80","40",1,"R"
"484","892","1497",0.725995669612998,"80","40",1,"R"
"485","892","1555",0.788486380247219,"80","40",1,"R"
"486","892","1673",0.938927930741299,"80","40",1,"R"
"487","892","2097",0.906942861406498,"80","40",1,"R"
"488","1182","1306",0.650028095148904,"80","40",1,"R"
"489","1182","1442",0.265811156529616,"80","40",1,"R"
"490","1182","1497",0.455892426396949,"80","40",1,"R"
"491","1182","1555",0.479728834784284,"80","40",1,"R"
"492","1182","1673",0.550916323824419,"80","40",1,"R"
"493","1182","2097",0.607189577621275,"80","40",1,"R"
"494","1306","1442",0.6453173374613,"80","40",1,"R"
"495","1306","1497",0.759642789283678,"80","40",1,"R"
"496","1306","1555",0.802863322690287,"80","40",1,"R"
"497","1306","1673",0.952146333378535,"80","40",1,"R"
"498","1306","2097",0.906513809275664,"80","40",1,"R"
"499","1442","1497",0.450125423376143,"80","40",1,"R"
"500","1442","1555",0.49683634672979,"80","40",1,"R"
"501","1442","1673",0.549515471834306,"80","40",1,"R"
"502","1442","2097",0.585236616115476,"80","40",1,"R"
"503","1497","1555",0.606038118677025,"80","40",1,"R"
"504","1497","1673",0.665636525199148,"80","40",1,"R"
"505","1497","2097",0.710345110535205,"80","40",1,"R"
"506","1555","1673",0.759040749711983,"80","40",1,"R"
"507","1555","2097",0.773710276699051,"80","40",1,"R"
"508","1673","2097",0.865566811051478,"80","40",1,"R"
"509","90","525",0.778257666662143,"80","80",1,"R"
"510","90","622",0.951059956123702,"80","80",1,"R"
"511","90","764",0.629643607378794,"80","80",1,"R"
"512","90","892",0.949071173138391,"80","80",1,"R"
"513","90","1182",0.588527927929447,"80","80",1,"R"
"514","90","1306",0.945170457643044,"80","80",1,"R"
"515","90","1442",0.648907756986488,"80","80",1,"R"
"516","90","1497",0.819012368366871,"80","80",1,"R"
"517","90","1555",0.783020703346376,"80","80",1,"R"
"518","90","1673",0.948890014209527,"80","80",1,"R"
"519","90","2097",0.908255636902155,"80","80",1,"R"
"520","525","622",0.799452776959541,"80","80",1,"R"
"521","525","764",0.528539520421919,"80","80",1,"R"
"522","525","892",0.781025762812682,"80","80",1,"R"
"523","525","1182",0.503154713513131,"80","80",1,"R"
"524","525","1306",0.818319466620586,"80","80",1,"R"
"525","525","1442",0.530426953145532,"80","80",1,"R"
"526","525","1497",0.712465232063339,"80","80",1,"R"
"527","525","1555",0.694851734325419,"80","80",1,"R"
"528","525","1673",0.832635221271171,"80","80",1,"R"
"529","525","2097",0.796670326807242,"80","80",1,"R"
"530","622","764",0.651318436917547,"80","80",1,"R"
"531","622","892",1,"80","80",1,"R"
"532","622","1182",0.568915870971644,"80","80",1,"R"
"533","622","1306",0.987821586238392,"80","80",1,"R"
"534","622","1442",0.599470178111369,"80","80",1,"R"
"535","622","1497",0.809938011720871,"80","80",1,"R"
"536","622","1555",0.797771602118207,"80","80",1,"R"
"537","622","1673",0.979759253600261,"80","80",1,"R"
"538","622","2097",0.917243239325759,"80","80",1,"R"
"539","764","892",0.617031558326601,"80","80",1,"R"
"540","764","1182",0.340434696562242,"80","80",1,"R"
"541","764","1306",0.683317729170025,"80","80",1,"R"
"542","764","1442",0.371441639311459,"80","80",1,"R"
"543","764","1497",0.506469706519494,"80","80",1,"R"
"544","764","1555",0.548449380245365,"80","80",1,"R"
"545","764","1673",0.699735931524313,"80","80",1,"R"
"546","764","2097",0.630730428849281,"80","80",1,"R"
"547","892","1182",0.546938709542401,"80","80",1,"R"
"548","892","1306",0.987296210555958,"80","80",1,"R"
"549","892","1442",0.592665122275486,"80","80",1,"R"
"550","892","1497",0.807018372056179,"80","80",1,"R"
"551","892","1555",0.792666412426029,"80","80",1,"R"
"552","892","1673",0.977443103083975,"80","80",1,"R"
"553","892","2097",0.920028629954127,"80","80",1,"R"
"554","1182","1306",0.61117898162918,"80","80",1,"R"
"555","1182","1442",0.175141525280205,"80","80",1,"R"
"556","1182","1497",0.461496774130266,"80","80",1,"R"
"557","1182","1555",0.430548540256592,"80","80",1,"R"
"558","1182","1673",0.596865540474563,"80","80",1,"R"
"559","1182","2097",0.590674224023696,"80","80",1,"R"
"560","1306","1442",0.664698300945141,"80","80",1,"R"
"561","1306","1497",0.848406926778102,"80","80",1,"R"
"562","1306","1555",0.835595090700418,"80","80",1,"R"
"563","1306","1673",0.975920670249947,"80","80",1,"R"
"564","1306","2097",0.935334780338861,"80","80",1,"R"
"565","1442","1497",0.458314165877419,"80","80",1,"R"
"566","1442","1555",0.486687658183702,"80","80",1,"R"
"567","1442","1673",0.653904617138514,"80","80",1,"R"
"568","1442","2097",0.620045439527849,"80","80",1,"R"
"569","1497","1555",0.692928713888192,"80","80",1,"R"
"570","1497","1673",0.845767769940315,"80","80",1,"R"
"571","1497","2097",0.770078456961171,"80","80",1,"R"
"572","1555","1673",0.82773851590106,"80","80",1,"R"
"573","1555","2097",0.782990426489765,"80","80",1,"R"
"574","1673","2097",0.930636901664734,"80","80",1,"R"
