PatchID	Year_0	Year_2	Year_4	Year_6	Year_8	Year_10	Year_12	Year_14	Year_16	Year_18	Year_20	Year_22	Year_24	Year_26	Year_28	Year_30	Year_32	Year_34	Year_36	Year_38	Year_40	Year_42	Year_44	Year_46	Year_48	Year_50	Year_52	Year_54	Year_56	Year_58	Year_60
1745	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5
1758	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1
1761	0	0.5	0.5	1	1	1	1	1	1	0.5	1	0.5	1	1	0.5	0.5	1	1	1	1	1	0.5	1	0.5	1	1	1	1	0	1	1
1762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1763	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1771	0	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1775	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1777	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1779	0	1	0.5	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1787	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1792	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1795	0	0	0.5	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1797	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1819	0	0.5	0	0.5	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0.5	0.5	0	0	0
1820	1	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1835	0	1	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1839	1	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1861	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1865	1	0	0	0.5	0.5	0.5	0.5	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1866	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1
1868	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	1	0.5	0	0	0	0.5
1869	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0
1871	0	1	0.5	0.5	0.5	0	0.5	0.5	1	0.5	1	1	0.5	1	0	0.5	1	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	1	1	0.5	0.5	0.5	0
1886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1889	0	0.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1893	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1894	0	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1
1897	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1901	0	0.5	0.5	0	0	0	0	1	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1915	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1916	1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1921	0	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1
1926	0	1	1	1	1	0.5	1	1	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1928	0	1	0.5	1	1	1	1	1	1	1	0.5	1	0.5	1	1	0.5	1	0.5	1	1	1	0.5	1	1	1	0.5	1	1	1	1	1
1932	0.5	1	0.5	0.5	1	1	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1933	1	1	1	1	1	1	1	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	0	1	0.5	1	0	0.5	0	0	1	1	0.5	0	0	1	0.5	0.5	0	0	0.5	0.5	0.5	0	0.5	0.5	1	1	0.5	0.5	0.5	0.5	1
1937	1	1	0.5	0	0.5	0	0	1	1	1	0.5	0	1	1	1	0.5	1	1	0.5	1	0.5	1	0.5	1	1	1	0.5	0.5	1	1	1
1940	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1941	1	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1965	0	0	0	0	0.5	0	0.5	0	0	0	0	0.5	0	1	0.5	0.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.5
1976	0	0	1	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1986	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1998	0	1	0.5	1	0.5	1	0.5	1	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	0	0	0	0	0	0	0.5	0	0.5	0.5	1	0.5	0	1	0.5	0.5	0	0	0	0	0.5	0	0.5	0.5	1	0	0	0	0	0	0
2013	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2016	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2019	0	0.5	1	0	0	0.5	0	0	1	0	0.5	0	0.5	0.5	0	1	0	0	0	0	0	0	0.5	0	1	0.5	0.5	0	0	0.5	0.5
2020	0	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2021	0	0	0	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	1	0	1	1	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0
2022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2039	0.5	0.5	1	1	0.5	1	1	0	0.5	0.5	0.5	1	1	0.5	0.5	0.5	0.5	0	0.5	0.5	0	0	0.5	1	1	0.5	0.5	0.5	0	0.5	0.5
2040	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	1	0	0	0.5	1	1	0.5	0.5	0.5	0.5	0	0	0.5	1	1	0.5	0.5	0.5	0
2045	0	0	1	0.5	1	1	0	0	0.5	0.5	0.5	1	0.5	0	0.5	0.5	0	0	0.5	1	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0	1	0.5
2049	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0
2055	0	0.5	1	1	1	0.5	1	0.5	0.5	0.5	0.5	1	1	0	0.5	0.5	0.5	1	0.5	1	0.5	1	1	1	1	1	1	1	0.5	0.5	1
2058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2061	0	0	0	0.5	0.5	0.5	1	0	0.5	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0
2065	0	0	0.5	0.5	0	0.5	1	0.5	0	0.5	0.5	0.5	0.5	1	0	0.5	0.5	0.5	0	1	0.5	1	1	0.5	0.5	0	0	1	0.5	0.5	1
2066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2067	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	0.5	0.5	0.5	1	1	1	0.5	0.5	0.5	1	1
2069	0	0.5	1	0	0	0.5	1	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	1	0	1	1
2073	1	1	1	0.5	1	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0.5	1	0.5	0.5	0	0	0
2075	0	0.5	1	0	0.5	0.5	0.5	1	1	0	0	1	0.5	1	0.5	0.5	1	0.5	0.5	0.5	0.5	0	0	0.5	1	0.5	0	1	0.5	0.5	0.5
2076	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0
2077	1	0.5	1	0.5	1	1	0.5	1	1	0.5	1	1	1	0.5	1	1	1	1	1	1	0.5	0.5	0.5	0.5	1	0.5	1	1	1	1	1
2078	0	1	1	0.5	1	0.5	0.5	1	0.5	1	1	0.5	0	0.5	0	1	0.5	0.5	0.5	0.5	1	1	0.5	1	1	0.5	1	1	0.5	1	1
2082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2083	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2091	0.5	0.5	0	0.5	0	0.5	0	1	0	0	0.5	1	0.5	0.5	0	0.5	0	0	0.5	0	0.5	1	0.5	0.5	1	0	0.5	0	0.5	0.5	0.5
2096	1	1	0.5	0.5	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0
2097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2107	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5
2109	0	1	1	1	1	1	1	0.5	1	0.5	0.5	1	1	1	1	0	1	0.5	1	1	0.5	1	1	1	1	0.5	1	0.5	0.5	1	0.5
2113	0	1	0	0.5	0	0	0	1	0.5	0.5	0	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5	0	0	1	0
2118	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2119	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0	0	0.5	0.5	0.5	0	0	0.5	0	0	0
2120	0	0	0.5	0.5	0	0.5	1	0.5	0	0.5	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0
2121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
2123	1	1	1	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
2127	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
2139	0	0.5	1	1	0.5	0	0	1	0	1	0	0.5	0.5	0.5	0.5	0	0	0.5	1	0.5	0.5	1	0.5	0	0	0	0	0.5	0	0.5	0.5
2141	0	0	0.5	0	0.5	0.5	0.5	1	0	0.5	0	0.5	0	0.5	0	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5
2144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	1	1	1	1	0.5	1	1	1
2147	0	1	1	0.5	0.5	1	1	0.5	0.5	1	1	1	0.5	0.5	1	0.5	0.5	1	1	0.5	1	1	1	1	0.5	1	1	1	1	0.5	0.5
2148	0.5	1	0.5	0.5	1	1	1	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	0.5	1	0.5	0.5	1	1	1	1	1
2153	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0
2154	0	1	0	0	1	1	0.5	1	1	1	0.5	1	0.5	1	1	0.5	0.5	1	0.5	0	0.5	1	1	1	1	0.5	1	1	1	0	1
2158	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
2166	0	0	0	0.5	0	0.5	0	1	0	1	0.5	0	0.5	0.5	1	0.5	0	0.5	0.5	0	1	0.5	1	1	0.5	1	0	1	0	0.5	0
2167	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2175	0.5	0	0	1	0	0.5	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0	0	0.5	1	0.5	0.5
2183	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
2189	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2199	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2204	0	0.5	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0.5	0	1	0.5	0.5
2209	0	1	0.5	0.5	0	0.5	0.5	0	0.5	0.5	0.5	0	0	0.5	0	1	0.5	1	0.5	0	1	0.5	0.5	0.5	1	0	0.5	0.5	0	0.5	0.5
2213	1	0.5	0.5	0.5	1	1	1	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2222	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
2226	0	0	1	0	0.5	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	1	1	0.5	0.5	0.5
2231	1	0.5	0.5	0	0	0.5	0	0.5	0.5	0	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0	0	0.5	0.5	0.5	0.5
2234	0	0	0.5	1	0	1	0.5	1	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	1	1	1	1	0.5	0.5	1	0.5	0	0.5	1	0.5	1
2239	0.5	0	0.5	0	0.5	0	0	0	0	0	0.5	0.5	1	0.5	1	0.5	0.5	0	0.5	1	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5
2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2243	0	1	0	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	0	0	0	0	0	0	0	0	0
2246	0	1	1	1	0.5	1	1	0	0.5	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0.5	0	0.5	0.5	0.5	0.5	0	1
2248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2253	1	1	1	1	1	0.5	0.5	0.5	0	0	0	0	0.5	1	0.5	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0	0	0	1	0.5	0.5
2261	0	0.5	0	1	0	0.5	0	1	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
2262	1	1	1	0.5	0.5	1	0.5	0.5	0	0.5	0.5	0.5	0	0.5	1	0.5	0.5	0	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	1	1
2265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2267	0	1	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0	0	0.5	1	0.5	0.5	0	0.5	0.5	0	0.5	0.5	1	0	1	0.5	0.5	0.5	1	0.5
2273	1	1	1	1	1	1	0.5	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	1	1	1	1	0.5	0.5	0.5
2275	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2280	1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2283	0	0	0	0.5	0.5	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0.5
2285	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2297	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0.5
2302	0	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	0.5	0	1	1	1	0.5	1	1
2304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2311	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2316	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2319	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
2320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2322	0	0.5	0.5	0.5	0	0.5	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0
2326	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2335	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0
2343	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2352	0	0.5	0.5	0	0.5	0.5	0	0	0	0	0	1	0.5	0.5	0	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	1
2353	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2360	0	0.5	1	1	0	0.5	0	0.5	1	0.5	0	0	1	1	1	0	0.5	1	0.5	0	1	0.5	1	0	0.5	1	0.5	0.5	0	0	0
2362	1	0.5	0.5	0.5	0	1	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0.5	0	0.5
2363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2366	0	0.5	1	0.5	1	1	1	0.5	0.5	0.5	0	1	0.5	1	1	1	1	1	0	0.5	0.5	1	0	1	0.5	1	0.5	0.5	0	0.5	0.5
2367	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.5	0	0	0.5	0	0	0	0.5
2368	0	1	1	1	1	1	1	0.5	0.5	0.5	1	1	1	1	1	1	1	1	0.5	1	1	1	0.5	1	1	1	1	1	1	1	1
2370	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
2371	1	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2372	1	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
2373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2378	0	1	0.5	0	0.5	0	0	0	1	0.5	0.5	0.5	0	0.5	0	0.5	0.5	0.5	0.5	1	1	0	0.5	1	0	0	0	0	0.5	0	0.5
2380	0	0.5	0	0	0	0.5	0.5	0	0.5	0	0.5	0	0	0	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0	0.5	0.5	0	0.5	0.5	0.5
2381	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2386	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0.5	0	0	0	0.5	0.5	0	0.5
2395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2398	0	0.5	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5
2399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2400	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
2401	1	0.5	0	0.5	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	1	0.5	0	0.5	0	0	1	1	0	0.5	0.5	0.5	0.5	1	0	1	1	0.5
2403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
2412	0	0.5	1	0.5	1	1	1	1	1	1	0.5	0.5	0	0.5	0.5	0.5	1	0.5	0.5	1	1	0.5	1	1	0.5	0.5	0.5	0.5	0	0	1
